"domain","concept_id","concept_name","cond","drug_comb","cov_cond","cov_drug","exclude","meas","factor_con","factor_drug"
measurement,3028437,Cholesterol in LDL [Mass/volume] in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,ldl,NULL,NULL
measurement,3022192,Triglyceride [Mass/volume] in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,tg,NULL,NULL
condition,4030041,Thyroid nodule,NULL,NULL,thyroid disease,NULL,NULL,NULL,thyroid disease,NULL
condition,4218878,Subjective vertigo,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,374384,Cerebral ischemia,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,4217557,Simple obesity,NULL,NULL,obesity,NULL,NULL,NULL,obesity,NULL
condition,4174977,Retinopathy due to diabetes mellitus,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,433760,Autonomic dysreflexia,NULL,NULL,nervous system disorder,NULL,NULL,NULL,nervous system disorder,NULL
condition,75576,Irritable bowel syndrome,NULL,NULL,gi disease,NULL,NULL,NULL,gi disease,NULL
condition,4129902,Neoplasm of prostate,NULL,NULL,neoplasm,NULL,NULL,NULL,neoplasm,NULL
condition,437113,Asthenia,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,201826,Type 2 diabetes mellitus,NULL,NULL,diabetes mellitus,NULL,NULL,NULL,diabetes mellitus,NULL
condition,197236,Uterine leiomyoma,NULL,NULL,neoplasm,NULL,NULL,NULL,neoplasm,NULL
condition,4181583,Upper respiratory infection,NULL,NULL,pulmonary disease,NULL,NULL,NULL,pulmonary disease,NULL
condition,377091,Seizure,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4105620,Complicated migraine,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4112023,Occlusion and stenosis of middle cerebral artery,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,4064161,Cirrhosis of liver,NULL,NULL,liver disease,NULL,NULL,NULL,liver disease,NULL
condition,380096,Proliferative retinopathy with diabetes mellitus,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,4297400,Mild cognitive disorder,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,4140090,Parkinsonism,NULL,NULL,nervous system disorder,NULL,NULL,NULL,nervous system disorder,NULL
condition,4304008,Memory impairment,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,198964,Chronic hepatitis C,NULL,NULL,liver disease,NULL,NULL,NULL,liver disease,NULL
condition,30437,Gastro-esophageal reflux disease with esophagitis,NULL,NULL,gi disease,NULL,NULL,NULL,gi disease,NULL
condition,441542,Anxiety,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,4101747,Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset,NULL,NULL,nervous system disorder,NULL,NULL,NULL,nervous system disorder,NULL
condition,256449,Bronchiectasis,NULL,NULL,pulmonary disease,NULL,NULL,NULL,pulmonary disease,NULL
condition,432586,Mental disorder,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,319041,Orthostatic hypotension,NULL,NULL,hypotension,NULL,NULL,NULL,hypotension,NULL
condition,441561,Low tension glaucoma,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,4319331,Cerebellar infarction,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,381295,Senile cataract,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,257907,Disorder of lung,NULL,NULL,pulmonary disease,NULL,NULL,NULL,pulmonary disease,NULL
condition,437584,Ataxia,NULL,NULL,nervous system disorder,NULL,NULL,NULL,nervous system disorder,NULL
condition,4322871,Radiating pain,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4313567,Postnecrotic cirrhosis,NULL,NULL,liver disease,NULL,NULL,NULL,liver disease,NULL
condition,4029966,Intracranial aneurysm,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,442615,Carotid artery stenosis,NULL,NULL,cardiovascular disease,NULL,NULL,NULL,cardiovascular disease,NULL
condition,444100,Mood disorder,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,200962,Primary malignant neoplasm of prostate,NULL,NULL,neoplasm,NULL,NULL,NULL,neoplasm,NULL
condition,4278830,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated",NULL,NULL,nervous system disorder,NULL,NULL,NULL,nervous system disorder,NULL
condition,255848,Pneumonia,NULL,NULL,pulmonary disease,NULL,NULL,NULL,pulmonary disease,NULL
condition,4034681,Vitreous floaters,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,4223659,Fatigue,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,317893,Paroxysmal supraventricular tachycardia,NULL,NULL,arrhythmia,NULL,NULL,NULL,arrhythmia,NULL
condition,443387,Malignant tumor of stomach,NULL,NULL,neoplasm,NULL,NULL,NULL,neoplasm,NULL
condition,4243445,Benign neoplasm of pancreas,NULL,NULL,neoplasm,NULL,NULL,NULL,neoplasm,NULL
condition,444070,Tachycardia,NULL,NULL,arrhythmia,NULL,NULL,NULL,arrhythmia,NULL
condition,4108830,Atrial paroxysmal tachycardia,NULL,NULL,arrhythmia,NULL,NULL,NULL,arrhythmia,NULL
condition,4171269,Atrial tachycardia,NULL,NULL,arrhythmia,NULL,NULL,NULL,arrhythmia,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, telmisartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, carvedilol 3.125 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19018811,"Atenolol 25 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332527,"Amlodipine 5 MG / valsartan 160 MG Oral Tablet, carvedilol 6.25 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Furosemide 40 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1346823,"carvedilol, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40163312,"Losartan Potassium 100 MG Oral Tablet, Propranolol Hydrochloride 10 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19073094,"Amlodipine 2.5 MG Oral Tablet, olmesartan 40 MG / rosuvastatin 20 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19028935,"Bisoprolol Fumarate 2.5 MG Oral Tablet, telmisartan 40 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Propranolol Hydrochloride 10 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332527,"Amlodipine 5 MG / valsartan 160 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1341271,"Amlodipine 5 MG / valsartan 80 MG Oral Tablet, Terazosin 2 MG Oral Tablet",NULL,arb_ccb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022749,"Amlodipine 5 MG / valsartan 80 MG Oral Tablet, carvedilol 6.25 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19076924,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, eprosartan 600 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19078106,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19078106,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19127433,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, candesartan cilexetil 16 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974702,"candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet, eprosartan 600 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974702,"candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"candesartan cilexetil 8 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"candesartan cilexetil 16 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, carvedilol 25 MG Oral Tablet, telmisartan 40 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, telmisartan 40 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022781,"carvedilol 25 MG Oral Tablet, Nifedipine 30 MG Oral Tablet, telmisartan 40 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 2.5 MG Oral Tablet, Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1346823,"Amlodipine / Losartan Oral Tablet, carvedilol",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"carvedilol 6.25 MG Oral Tablet, Diltiazem Hydrochloride 30 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"carvedilol 12.5 MG Oral Tablet, carvedilol 6.25 MG Oral Tablet, Diltiazem Hydrochloride 30 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"carvedilol 12.5 MG Oral Tablet, Diltiazem Hydrochloride 30 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022750,"carvedilol 12.5 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, carvedilol 6.25 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1341271,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet, Terazosin 2 MG Oral Tablet",NULL,arb_bb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1341271,"Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet, Terazosin 2 MG Oral Tablet",NULL,arb_du_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule, Amlodipine 5 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1363059,"Diltiazem Hydrochloride 90 MG Oral Tablet, Doxazosin 4 MG Oral Tablet",NULL,ccb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, candesartan cilexetil 8 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, candesartan cilexetil 16 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, candesartan cilexetil 8 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, carvedilol, Diltiazem Hydrochloride 90 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, carvedilol, Diltiazem Hydrochloride 90 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332499,"Amlodipine 5 MG / atorvastatin 40 MG Oral Tablet, carvedilol, Diltiazem Hydrochloride 90 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Amlodipine 5 MG Oral Tablet, carvedilol, Diltiazem Hydrochloride 90 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, candesartan cilexetil 8 MG Oral Tablet, carvedilol, Diltiazem Hydrochloride 90 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, candesartan cilexetil 8 MG Oral Tablet, carvedilol 12.5 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, candesartan cilexetil 8 MG Oral Tablet, carvedilol 12.5 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Furosemide 40 MG Oral Tablet, valsartan 80 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"candesartan cilexetil 8 MG Oral Tablet, carvedilol 25 MG Oral Tablet, Furosemide 40 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"carvedilol 12.5 MG Oral Tablet, Furosemide 40 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022749,"carvedilol 6.25 MG Oral Tablet, Losartan Potassium 100 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Amlodipine 5 MG Oral Tablet, carvedilol 3.125 MG Oral Tablet, valsartan 80 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Amlodipine 5 MG Oral Tablet, carvedilol 6.25 MG Oral Tablet, valsartan 80 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"carvedilol 6.25 MG Oral Tablet, Ramipril 2.5 MG Oral Tablet, valsartan 80 MG Oral Tablet",NULL,acei_arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"carvedilol 6.25 MG Oral Tablet, valsartan 80 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1334461,"carvedilol 6.25 MG Oral Tablet, Ramipril 2.5 MG Oral Tablet",NULL,acei_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332525,"Amlodipine 10 MG / valsartan 160 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332525,"Amlodipine 10 MG / valsartan 160 MG Oral Tablet, nebivolol 5 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332527,"Amlodipine 5 MG / valsartan 160 MG Oral Tablet, eprosartan 600 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19076924,"eprosartan 600 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022749,"Amlodipine 5 MG / telmisartan 40 MG Oral Tablet, carvedilol 6.25 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40163312,"Losartan Potassium 50 MG Oral Tablet, Propranolol Hydrochloride 10 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Amlodipine 5 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet, telmisartan 80 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet, telmisartan 40 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet, telmisartan 80 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1341271,"Losartan Potassium 100 MG Oral Tablet, Terazosin 2 MG Oral Tablet",NULL,arb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1341271,"Losartan Potassium 50 MG Oral Tablet, Terazosin 2 MG Oral Tablet",NULL,arb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, candesartan cilexetil 16 MG Oral Tablet, carvedilol 12.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19079658,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Furosemide 40 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"Diltiazem Hydrochloride 30 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"Diltiazem Hydrochloride 30 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19078106,"Hydrochlorothiazide 25 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Diltiazem Hydrochloride 30 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974702,"candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet, candesartan cilexetil 16 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19078106,"Bisoprolol Fumarate 1.25 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19079658,"Bisoprolol Fumarate 1.25 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19079658,"Bisoprolol Fumarate 1.25 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 1.25 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 1.25 MG Oral Tablet, Olmesartan medoxomil 10 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 1.25 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40163312,"Amlodipine / Losartan Oral Tablet, Propranolol Hydrochloride 10 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, valsartan 160 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1334492,"carvedilol 6.25 MG Oral Tablet, Ramipril 5 MG Oral Tablet",NULL,acei_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19096740,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19079658,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19102491,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Bisoprolol Fumarate 2.5 MG Oral Tablet, candesartan cilexetil 8 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, olmesartan 20 MG / rosuvastatin 10 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40166188,"Bisoprolol Fumarate 2.5 MG Oral Tablet, rosuvastatin 10 MG / telmisartan 80 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40163271,"Amlodipine / Losartan Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Atenolol 25 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"carvedilol, Furosemide 40 MG Oral Tablet, Perindopril Erbumine 8 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,acei_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"carvedilol 12.5 MG Oral Tablet, Enalapril Maleate 5 MG Oral Tablet, Furosemide 40 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,acei_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"carvedilol 25 MG Oral Tablet, Furosemide 40 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,acei_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Bisoprolol Fumarate 2.5 MG Oral Tablet, carvedilol 25 MG Oral Tablet, Furosemide 40 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,acei_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"carvedilol 25 MG Oral Tablet, Furosemide 40 MG Oral Tablet, Perindopril Erbumine 8 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,acei_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Bisoprolol Fumarate 2.5 MG Oral Tablet, carvedilol 25 MG Oral Tablet, Furosemide 40 MG Oral Tablet, Perindopril Erbumine 8 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,acei_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Bisoprolol Fumarate 5 MG Oral Tablet, candesartan cilexetil 16 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 1.25 MG Oral Tablet, Furosemide 40 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
